attendance_id,employee_id,employee_name,gender,department,designation,employment_type,office_location,date_of_joining,attendance_date,shift_type,attendance_status,work_mode,login_timestamp,logout_timestamp,total_hours_worked,break_duration_mins,net_productive_hours,late_arrival_mins,early_exit_mins,overtime_hours,leave_type,login_date,login_time,logout_date,logout_time,recalculated_gross_hours,recalculated_net_productive_hours
9679,1043,Ibrahim Gowda,Male,Sales,Senior Account Executive,Full-Time,Indiranagar Annexe,2025-05-02,2026-01-19,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-19 15:40:21,2026-01-19 22:40:50,7.01,43,6.29,100,19,0.0,Not Applicable,2026-01-19,15:40:21,2026-01-19,22:40:50,7.008055555555556,6.291388888888889
9680,1044,Rishabh Sen,Male,Human Resources,Hr Business Partner,Full-Time,Indiranagar Annexe,2021-01-17,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 10:01:17,2026-01-19 18:40:32,8.65,84,7.25,30,0,0.0,Not Applicable,2026-01-19,10:01:17,2026-01-19,18:40:32,8.654166666666667,7.254166666666666
9681,1045,Rachana George,Female,Engineering,Senior Software Engineer,Full-Time,Indiranagar Annexe,2025-08-23,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:15:10,2026-01-19 19:57:37,10.71,51,9.86,0,0,0.86,Not Applicable,2026-01-19,09:15:10,2026-01-19,19:57:37,10.7075,9.8575
9682,1046,Pallavi Shetty,Female,Sales,Account Executive,Full-Time,Indiranagar Annexe,2021-02-10,2026-01-19,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-19 14:23:54,2026-01-20 00:02:31,9.64,87,8.19,23,0,0.0,Not Applicable,2026-01-19,14:23:54,2026-01-20,00:02:31,9.643611111111111,8.193611111111112
9683,1047,Aditya Krishnan,Male,Data Science,Senior Data Scientist,Full-Time,Whitefield Tech Park,2020-08-29,2026-01-19,General (09:30-18:30),Present,Work From Home,2026-01-19 09:37:27,2026-01-19 20:28:58,10.86,49,10.04,7,0,1.04,Not Applicable,2026-01-19,09:37:27,2026-01-19,20:28:58,10.858611111111111,10.041944444444445
9684,1048,Arjun George,Male,Customer Success,Customer Success Manager,Full-Time,Hsr Layout Hub,2024-01-07,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:56:53,2026-01-19 18:37:16,8.67,94,7.1,27,0,0.0,Not Applicable,2026-01-19,09:56:53,2026-01-19,18:37:16,8.673055555555555,7.106388888888889
9685,1049,Vishal Subramanian,Male,Design,Senior Product Designer,Full-Time,Hsr Layout Hub,2021-07-25,2026-01-19,Mid (11:00-20:00),Present,Work From Office,2026-01-19 11:02:22,2026-01-19 18:59:56,7.96,60,6.96,1,61,0.0,Not Applicable,2026-01-19,11:02:22,2026-01-19,18:59:56,7.959444444444444,6.959444444444444
9686,1050,Zainab Sinha,Male,Engineering,Associate Software Engineer,Full-Time,Hsr Layout Hub,2021-02-24,2026-01-19,General (09:30-18:30),Present,Work From Home,2026-01-19 09:39:01,2026-01-19 19:55:00,10.27,48,9.47,9,0,0.47,Not Applicable,2026-01-19,09:39:01,2026-01-19,19:55:00,10.266388888888889,9.466388888888888
9687,1051,Deepak Hussain,Female,Sales,Account Executive,Full-Time,Indiranagar Annexe,2020-05-20,2026-01-19,Late/Us Overlap (14:00-23:00),Present,Client Site,2026-01-19 13:57:23,2026-01-19 23:35:55,9.64,54,8.74,0,0,0.0,Not Applicable,2026-01-19,13:57:23,2026-01-19,23:35:55,9.642222222222221,8.742222222222221
9688,1052,Sameer Venkatesan,Male,Customer Success,Customer Success Executive,Full-Time,Hsr Layout Hub,2020-04-08,2026-01-19,General (09:30-18:30),Present,Work From Home,2026-01-19 09:20:35,2026-01-19 20:13:48,10.89,33,10.34,0,0,1.34,Not Applicable,2026-01-19,09:20:35,2026-01-19,20:13:48,10.886944444444444,10.336944444444443
9689,1053,Tejas Yadav,Female,Product Management,Associate Product Manager,Full-Time,Koramangala Hq,2024-06-17,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:41:11,2026-01-19 18:14:19,8.55,53,7.67,11,16,0.0,Not Applicable,2026-01-19,09:41:11,2026-01-19,18:14:19,8.552222222222222,7.668888888888889
9690,1054,Uday Ansari,Male,Operations,Operations Executive,Full-Time,Koramangala Hq,2021-04-14,2026-01-19,General (09:30-18:30),Present,Work From Home,2026-01-19 09:42:20,2026-01-19 17:51:22,8.15,76,6.88,12,39,0.0,Not Applicable,2026-01-19,09:42:20,2026-01-19,17:51:22,8.150555555555556,6.883888888888889
9691,1055,Rekha Agarwal,Female,Product Management,Product Manager,Full-Time,Koramangala Hq,2021-02-14,2026-01-19,Flexible (10:30-19:30),Present,Work From Office,2026-01-19 09:48:49,2026-01-19 18:50:45,9.03,49,8.21,0,39,0.0,Not Applicable,2026-01-19,09:48:49,2026-01-19,18:50:45,9.032222222222222,8.215555555555556
9692,1056,Mahesh Khan,Male,Engineering,Senior Software Engineer,Full-Time,Electronic City Campus,2023-08-01,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:19:34,2026-01-19 18:46:57,9.46,41,8.78,0,0,0.0,Not Applicable,2026-01-19,09:19:34,2026-01-19,18:46:57,9.456388888888888,8.773055555555555
9693,1057,Tanmay Sen,Male,Product Management,Senior Product Manager,Full-Time,Whitefield Tech Park,2020-03-25,2026-01-19,Mid (11:00-20:00),Present,Work From Office,2026-01-19 11:30:55,2026-01-19 20:34:40,9.06,55,8.14,30,0,0.0,Not Applicable,2026-01-19,11:30:55,2026-01-19,20:34:40,9.0625,8.145833333333334
9694,1058,Shalini Suresh,Female,Human Resources,Hr Executive,Full-Time,Electronic City Campus,2023-02-19,2026-01-19,Flexible (10:30-19:30),Present,Work From Office,2026-01-19 10:54:26,2026-01-19 19:35:02,8.68,48,7.88,24,0,0.0,Not Applicable,2026-01-19,10:54:26,2026-01-19,19:35:02,8.676666666666666,7.876666666666666
9695,1059,Priya Bhat,Male,Engineering,Associate Software Engineer,Full-Time,Electronic City Campus,2024-09-19,2026-01-19,Mid (11:00-20:00),Present,Work From Office,2026-01-19 11:14:28,2026-01-19 21:00:26,9.77,55,8.85,14,0,0.0,Not Applicable,2026-01-19,11:14:28,2026-01-19,21:00:26,9.766111111111112,8.849444444444446
9696,1060,Nikita Ramesh,Male,Finance,Accounts Manager,Contract,Hsr Layout Hub,2025-04-01,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:21:24,2026-01-19 17:31:55,8.18,92,6.65,0,59,0.0,Not Applicable,2026-01-19,09:21:24,2026-01-19,17:31:55,8.175277777777778,6.641944444444444
9697,1061,Fatima Gowda,Male,Product Management,Product Manager,Contract,Koramangala Hq,2024-01-23,2026-01-19,Mid (11:00-20:00),Present,Work From Home,2026-01-19 10:55:11,2026-01-19 20:34:37,9.66,23,9.28,0,0,0.28,Not Applicable,2026-01-19,10:55:11,2026-01-19,20:34:37,9.657222222222222,9.273888888888889
9698,1062,Uday Verma,Male,Marketing,Head Of Marketing,Full-Time,Whitefield Tech Park,2023-10-27,2026-01-19,General (09:30-18:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Casual Leave,,,,,0.0,0.0
9699,1063,Tanmay Pandey,Male,Operations,Operations Analyst,Contract,Whitefield Tech Park,2025-03-25,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 10:14:07,2026-01-19 18:09:26,7.92,50,7.09,43,21,0.0,Not Applicable,2026-01-19,10:14:07,2026-01-19,18:09:26,7.921944444444445,7.088611111111112
9700,1064,Radhika Suresh,Male,Operations,Operations Executive,Full-Time,Koramangala Hq,2024-08-02,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:38:40,2026-01-19 18:58:47,9.34,50,8.51,9,0,0.0,Not Applicable,2026-01-19,09:38:40,2026-01-19,18:58:47,9.335277777777778,8.501944444444444
9701,1065,Sanjay Acharya,Male,Product Management,Associate Product Manager,Contract,Koramangala Hq,2024-08-22,2026-01-19,Mid (11:00-20:00),Present,Work From Home,2026-01-19 10:13:49,2026-01-19 19:21:05,9.12,47,8.34,0,40,0.0,Not Applicable,2026-01-19,10:13:49,2026-01-19,19:21:05,9.12111111111111,8.337777777777777
9702,1066,Yash Patil,Male,Sales,Regional Sales Manager,Contract,Indiranagar Annexe,2025-03-06,2026-01-19,Early (08:00-17:00),Present,Work From Office,2026-01-19 08:14:54,2026-01-19 17:58:53,9.73,80,8.4,14,0,0.0,Not Applicable,2026-01-19,08:14:54,2026-01-19,17:58:53,9.733055555555556,8.399722222222222
9703,1067,Yash Qureshi,Male,Human Resources,Hr Executive,Full-Time,Whitefield Tech Park,2021-10-19,2026-01-19,General (09:30-18:30),Present,Work From Home,2026-01-19 09:36:13,2026-01-19 17:30:48,7.91,41,7.23,6,60,0.0,Not Applicable,2026-01-19,09:36:13,2026-01-19,17:30:48,7.909722222222222,7.226388888888889
9704,1068,Pallavi Fernandes,Male,Engineering,Associate Software Engineer,Full-Time,Indiranagar Annexe,2022-05-12,2026-01-19,Mid (11:00-20:00),Present,Work From Office,2026-01-19 10:42:08,2026-01-19 21:54:39,11.21,69,10.06,0,0,1.06,Not Applicable,2026-01-19,10:42:08,2026-01-19,21:54:39,11.20861111111111,10.05861111111111
9705,1069,Rashmi Roy,Female,Data Science,Senior Data Scientist,Full-Time,Koramangala Hq,2023-10-15,2026-01-19,Mid (11:00-20:00),Present,Work From Office,2026-01-19 11:32:25,2026-01-19 21:19:24,9.78,89,8.3,31,0,0.0,Not Applicable,2026-01-19,11:32:25,2026-01-19,21:19:24,9.783055555555556,8.299722222222222
9706,1070,Shalini Nair,Male,Design,Senior Product Designer,Full-Time,Koramangala Hq,2020-03-09,2026-01-19,Mid (11:00-20:00),Present,Work From Office,2026-01-19 11:14:11,2026-01-19 20:02:39,8.81,88,7.34,14,0,0.0,Not Applicable,2026-01-19,11:14:11,2026-01-19,20:02:39,8.807777777777778,7.341111111111111
9707,1071,Shalini Khan,Male,Engineering,Senior Software Engineer,Contract,Whitefield Tech Park,2024-10-12,2026-01-19,Flexible (10:30-19:30),Present,Work From Office,2026-01-19 10:50:06,2026-01-19 19:30:34,8.67,55,7.75,20,0,0.0,Not Applicable,2026-01-19,10:50:06,2026-01-19,19:30:34,8.674444444444445,7.757777777777778
9708,1072,Arnav Kulkarni,Female,Customer Success,Head Of Customer Success,Contract,Koramangala Hq,2025-03-24,2026-01-19,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-19 14:05:37,2026-01-20 00:15:54,10.17,50,9.34,5,0,0.34,Not Applicable,2026-01-19,14:05:37,2026-01-20,00:15:54,10.171388888888888,9.338055555555554
9709,1073,Chaitanya Nair,Female,Engineering,Associate Software Engineer,Full-Time,Koramangala Hq,2022-09-04,2026-01-19,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-19 14:35:21,2026-01-19 22:02:20,7.45,80,6.12,34,58,0.0,Not Applicable,2026-01-19,14:35:21,2026-01-19,22:02:20,7.449722222222222,6.116388888888889
9710,1074,Ravi Shah,Male,Engineering,Software Engineer,Full-Time,Hsr Layout Hub,2021-01-30,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:58:09,2026-01-19 18:57:21,8.99,67,7.87,28,0,0.0,Not Applicable,2026-01-19,09:58:09,2026-01-19,18:57:21,8.986666666666666,7.869999999999999
9711,1075,Mohit Kar,Female,Engineering,Software Engineer Intern,Intern,Whitefield Tech Park,2025-12-10,2026-01-19,Flexible (10:30-19:30),Present,Work From Office,2026-01-19 10:58:55,2026-01-19 21:16:22,10.29,70,9.12,29,0,0.12,Not Applicable,2026-01-19,10:58:55,2026-01-19,21:16:22,10.290833333333333,9.124166666666667
9712,1076,Ritika Kamath,Male,Operations,Operations Executive,Full-Time,Koramangala Hq,2022-11-16,2026-01-19,Mid (11:00-20:00),Present,Work From Home,2026-01-19 11:15:29,2026-01-19 19:28:06,8.21,97,6.59,15,32,0.0,Not Applicable,2026-01-19,11:15:29,2026-01-19,19:28:06,8.210277777777778,6.593611111111111
9713,1077,Rohit Joseph,Female,Data Science,Data Analyst,Full-Time,Whitefield Tech Park,2024-08-16,2026-01-19,General (09:30-18:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Earned Leave,,,,,0.0,0.0
9714,1078,Chandan Qureshi,Male,Data Science,Senior Data Scientist,Full-Time,Indiranagar Annexe,2023-11-08,2026-01-19,Flexible (10:30-19:30),Present,Work From Office,2026-01-19 10:32:16,2026-01-19 20:25:10,9.88,82,8.51,1,0,0.0,Not Applicable,2026-01-19,10:32:16,2026-01-19,20:25:10,9.881666666666666,8.514999999999999
9715,1080,Jayanth Bhardwaj,Male,Product Management,Associate Product Manager,Full-Time,Whitefield Tech Park,2024-02-06,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:43:16,2026-01-19 18:27:43,8.74,81,7.39,13,2,0.0,Not Applicable,2026-01-19,09:43:16,2026-01-19,18:27:43,8.740833333333333,7.390833333333333
9716,1081,Mounika Hussain,Male,Marketing,Performance Marketing Manager,Full-Time,Koramangala Hq,2023-06-30,2026-01-19,Flexible (10:30-19:30),Present,Work From Office,2026-01-19 10:09:02,2026-01-19 18:27:10,8.3,38,7.67,0,64,0.0,Not Applicable,2026-01-19,10:09:02,2026-01-19,18:27:10,8.302222222222222,7.668888888888889
9717,1082,Amrita Mohanty,Female,Finance,Finance Controller,Full-Time,Electronic City Campus,2021-02-18,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:34:05,2026-01-19 17:58:27,8.41,51,7.56,4,32,0.0,Not Applicable,2026-01-19,09:34:05,2026-01-19,17:58:27,8.40611111111111,7.556111111111111
9718,1083,Manjunath Mathew,Male,Marketing,Head Of Marketing,Full-Time,Indiranagar Annexe,2022-11-19,2026-01-19,General (09:30-18:30),Present,Work From Home,2026-01-19 09:10:57,2026-01-19 18:44:46,9.56,78,8.26,0,0,0.0,Not Applicable,2026-01-19,09:10:57,2026-01-19,18:44:46,9.563611111111111,8.26361111111111
9719,1084,Kunal Pai,Female,Finance,Financial Analyst,Full-Time,Koramangala Hq,2024-11-04,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:48:19,2026-01-19 20:27:35,10.65,82,9.28,18,0,0.28,Not Applicable,2026-01-19,09:48:19,2026-01-19,20:27:35,10.654444444444444,9.287777777777777
9720,1085,Vedant Malhotra,Male,Engineering,Staff Engineer,Full-Time,Koramangala Hq,2023-04-14,2026-01-19,Flexible (10:30-19:30),Present,Work From Office,2026-01-19 10:39:46,2026-01-19 20:18:00,9.64,47,8.86,9,0,0.0,Not Applicable,2026-01-19,10:39:46,2026-01-19,20:18:00,9.637222222222222,8.85388888888889
9721,1086,Ibrahim Balasubramanian,Male,Product Management,Director Of Product,Full-Time,Koramangala Hq,2021-03-09,2026-01-19,Flexible (10:30-19:30),Present,Work From Office,2026-01-19 10:53:54,2026-01-19 20:00:38,9.11,55,8.19,24,0,0.0,Not Applicable,2026-01-19,10:53:54,2026-01-19,20:00:38,9.112222222222222,8.195555555555556
9722,1087,Rahul Kapoor,Male,Engineering,Software Engineer,Full-Time,Electronic City Campus,2022-06-09,2026-01-19,Flexible (10:30-19:30),Present,Work From Office,2026-01-19 11:06:03,2026-01-19 19:46:55,8.68,76,7.41,36,0,0.0,Not Applicable,2026-01-19,11:06:03,2026-01-19,19:46:55,8.681111111111111,7.414444444444444
9723,1088,Akash Natarajan,Male,Engineering,Software Engineer,Full-Time,Electronic City Campus,2022-06-05,2026-01-19,General (09:30-18:30),Present,Work From Home,2026-01-19 09:46:21,2026-01-19 19:31:37,9.75,53,8.87,16,0,0.0,Not Applicable,2026-01-19,09:46:21,2026-01-19,19:31:37,9.754444444444445,8.871111111111112
9724,1089,Tejas Hussain,Male,Customer Success,Support Associate,Full-Time,Whitefield Tech Park,2023-12-27,2026-01-19,Mid (11:00-20:00),Present,Client Site,2026-01-19 11:20:57,2026-01-19 20:40:00,9.32,43,8.6,21,0,0.0,Not Applicable,2026-01-19,11:20:57,2026-01-19,20:40:00,9.3175,8.600833333333334
9725,1090,Varun Ramesh,Male,Product Management,Director Of Product,Full-Time,Electronic City Campus,2020-01-21,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:57:43,2026-01-19 19:59:11,10.02,65,8.94,27,0,0.0,Not Applicable,2026-01-19,09:57:43,2026-01-19,19:59:11,10.024444444444445,8.94111111111111
9726,1091,Vignesh Chandran,Male,Engineering,Engineering Manager,Full-Time,Indiranagar Annexe,2020-03-28,2026-01-19,Flexible (10:30-19:30),Present,Work From Home,2026-01-19 11:54:48,2026-01-19 21:26:33,9.53,57,8.58,84,0,0.0,Not Applicable,2026-01-19,11:54:48,2026-01-19,21:26:33,9.529166666666667,8.579166666666667
9727,1092,Vinay Patil,Male,Customer Success,Head Of Customer Success,Full-Time,Whitefield Tech Park,2021-03-14,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:36:35,2026-01-19 18:52:18,9.26,68,8.13,6,0,0.0,Not Applicable,2026-01-19,09:36:35,2026-01-19,18:52:18,9.261944444444444,8.12861111111111
9728,1093,Chandan Sen,Female,Customer Success,Customer Success Manager,Full-Time,Whitefield Tech Park,2022-09-12,2026-01-19,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-19 14:01:39,2026-01-19 23:16:26,9.25,68,8.12,1,0,0.0,Not Applicable,2026-01-19,14:01:39,2026-01-19,23:16:26,9.24638888888889,8.113055555555556
9729,1094,Harini Pereira,Female,Data Science,Analytics Engineer,Full-Time,Indiranagar Annexe,2022-04-13,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:28:44,2026-01-19 19:23:22,9.91,87,8.46,0,0,0.0,Not Applicable,2026-01-19,09:28:44,2026-01-19,19:23:22,9.910555555555556,8.460555555555556
9730,1095,Girish Srivastava,Male,Finance,Finance Executive,Full-Time,Whitefield Tech Park,2025-01-07,2026-01-19,General (09:30-18:30),Half Day,Work From Home,2026-01-19 09:17:47,2026-01-19 13:49:27,4.53,10,4.36,0,0,0.0,Not Applicable,2026-01-19,09:17:47,2026-01-19,13:49:27,4.527777777777778,4.361111111111111
9731,1096,Radhika Venkatesan,Male,Engineering,Senior Software Engineer,Full-Time,Koramangala Hq,2024-12-18,2026-01-19,General (09:30-18:30),Half Day,Work From Office,2026-01-19 09:27:43,2026-01-19 13:39:11,4.19,27,3.74,0,0,0.0,Not Applicable,2026-01-19,09:27:43,2026-01-19,13:39:11,4.191111111111111,3.7411111111111106
9732,1097,Sumanth Nair,Female,Engineering,Senior Software Engineer,Part-Time,Koramangala Hq,2020-07-07,2026-01-19,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-01-19 16:38:11,2026-01-19 21:41:35,5.06,62,4.03,158,79,0.0,Not Applicable,2026-01-19,16:38:11,2026-01-19,21:41:35,5.056666666666667,4.023333333333333
9733,1098,Apoorva Raman,Male,Data Science,Data Analyst,Full-Time,Electronic City Campus,2023-04-29,2026-01-19,General (09:30-18:30),Present,Work From Home,2026-01-19 08:54:31,2026-01-19 20:39:02,11.74,57,10.79,0,0,1.79,Not Applicable,2026-01-19,08:54:31,2026-01-19,20:39:02,11.741944444444444,10.791944444444445
9734,1099,Sameer Singh,Male,Sales,Regional Sales Manager,Contract,Electronic City Campus,2024-12-12,2026-01-19,General (09:30-18:30),Present,Work From Home,2026-01-19 09:21:12,2026-01-19 19:23:49,10.04,38,9.41,0,0,0.41,Not Applicable,2026-01-19,09:21:12,2026-01-19,19:23:49,10.043611111111112,9.410277777777779
9735,1100,Lakshmi Hegde,Female,Product Management,Senior Product Manager,Full-Time,Koramangala Hq,2020-11-21,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:20:28,2026-01-19 17:36:27,8.27,73,7.05,0,54,0.0,Not Applicable,2026-01-19,09:20:28,2026-01-19,17:36:27,8.266388888888889,7.049722222222222
9736,1101,Sneha Sinha,Male,Marketing,Marketing Associate,Full-Time,Koramangala Hq,2025-05-25,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:31:36,2026-01-19 19:13:52,9.7,59,8.72,1,0,0.0,Not Applicable,2026-01-19,09:31:36,2026-01-19,19:13:52,9.704444444444444,8.721111111111112
9737,1102,Ishaan Deshpande,Male,Engineering,Associate Software Engineer,Contract,Whitefield Tech Park,2025-05-09,2026-01-19,Mid (11:00-20:00),Present,Work From Home,2026-01-19 10:45:20,2026-01-19 21:07:43,10.37,53,9.49,0,0,0.49,Not Applicable,2026-01-19,10:45:20,2026-01-19,21:07:43,10.373055555555556,9.489722222222223
9738,1103,Divya Mukherjee,Female,Customer Success,Support Associate,Full-Time,Koramangala Hq,2020-08-04,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:26:06,2026-01-19 18:22:39,8.94,62,7.91,0,8,0.0,Not Applicable,2026-01-19,09:26:06,2026-01-19,18:22:39,8.9425,7.909166666666668
9739,1104,Mahesh Pandey,Female,Engineering,Associate Software Engineer,Full-Time,Electronic City Campus,2024-05-27,2026-01-19,General (09:30-18:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Loss Of Pay,,,,,0.0,0.0
9740,1105,Devansh Mahapatra,Female,Customer Success,Customer Success Executive,Full-Time,Koramangala Hq,2024-08-24,2026-01-19,Mid (11:00-20:00),Present,Work From Office,2026-01-19 10:46:52,2026-01-19 19:54:08,9.12,59,8.14,0,6,0.0,Not Applicable,2026-01-19,10:46:52,2026-01-19,19:54:08,9.12111111111111,8.137777777777778
9741,1106,Shalini Tiwari,Male,Finance,Finance Executive,Full-Time,Whitefield Tech Park,2024-11-12,2026-01-19,Early (08:00-17:00),Present,Work From Office,2026-01-19 08:07:42,2026-01-19 17:57:12,9.83,95,8.25,7,0,0.0,Not Applicable,2026-01-19,08:07:42,2026-01-19,17:57:12,9.825,8.241666666666665
9742,1107,Mahesh Yadav,Female,Engineering,Software Engineer,Full-Time,Koramangala Hq,2024-02-20,2026-01-19,General (09:30-18:30),Present,Work From Home,2026-01-19 09:27:40,2026-01-19 16:42:58,7.26,68,6.13,0,107,0.0,Not Applicable,2026-01-19,09:27:40,2026-01-19,16:42:58,7.255,6.121666666666666
9743,1108,Kavya Pandey,Male,Engineering,Software Engineer,Full-Time,Koramangala Hq,2020-09-29,2026-01-19,General (09:30-18:30),Present,Work From Office,2026-01-19 09:40:20,2026-01-19 20:38:46,10.97,71,9.79,10,0,0.79,Not Applicable,2026-01-19,09:40:20,2026-01-19,20:38:46,10.973888888888888,9.790555555555555
9744,1109,Uday Panda,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2022-12-24,2026-01-19,Mid (11:00-20:00),Present,Work From Home,2026-01-19 10:52:25,2026-01-19 21:37:55,10.76,57,9.81,0,0,0.81,Not Applicable,2026-01-19,10:52:25,2026-01-19,21:37:55,10.758333333333333,9.808333333333334
9745,1110,Fatima Mishra,Male,Customer Success,Customer Success Manager,Full-Time,Koramangala Hq,2022-03-28,2026-01-19,Late/Us Overlap (14:00-23:00),Present,Work From Home,2026-01-19 13:36:26,2026-01-19 22:43:06,9.11,26,8.68,0,17,0.0,Not Applicable,2026-01-19,13:36:26,2026-01-19,22:43:06,9.11111111111111,8.677777777777777
9746,1112,Pallavi Prasad,Male,Customer Success,Support Associate,Full-Time,Whitefield Tech Park,2022-03-29,2026-01-19,Mid (11:00-20:00),Present,Work From Office,2026-01-19 11:09:16,2026-01-19 20:25:37,9.27,100,7.6,9,0,0.0,Not Applicable,2026-01-19,11:09:16,2026-01-19,20:25:37,9.2725,7.605833333333334
